transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost,supplier_clean,category_clean,quantity_clean,sale_date_clean,unit_cost_clean,unit_price_clean,labour_cost_clean,inventory_level_clean,labour_hours_clean,store_id_clean,region_clean,manager,store_size,store_type,opening_year,revenue,gross_profit,stockout,sale_month
T002110,S01,2025-05-24 00:00:00,Grocery,4,FreshFarm,East,8.57,14.11,133,5.49,$139.59,FreshFarm,Grocery,4.0,2025-05-24,8.57,14.11,139.59,133.0,5.49,S01,East,Manager_A,Medium,Street,2020,56.44,22.159999999999997,0,2025-05
T002691,S05,2025-01-11 00:00:00,Grocery,1,FreshFarm,East,8.13,12.24,47,4.49,117.83,FreshFarm,Grocery,1.0,2025-01-11,8.13,12.24,117.83,47.0,4.49,S05,East,Manager_E,Small,Mall,2022,12.24,4.109999999999999,0,2025-01
T002278,S07,2025-02-27 00:00:00,Home,5,BudgetSource,North,45.32,85.23 CAD,118,4.62,127.42,BudgetSource,Home,5.0,2025-02-27,45.32,85.23,127.42,118.0,4.62,S07,North,Manager_G,Large,Street,2014,426.15000000000003,199.55,0,2025-02
T000415,S06,2025-01-12 00:00:00,Electronics,2,NorthStar,East,271.22,362.0,139,3.83,87.82,NorthStar,Electronics,2.0,2025-01-12,271.22,362.0,87.82,139.0,3.83,S06,East,Manager_F,Medium,Mall,2020,724.0,181.55999999999995,0,2025-01
T001224,S16,2025-03-02 00:00:00,Apparel,1,StyleHub,South,26.91,55.86,75,5.43,140.37,StyleHub,Apparel,1.0,2025-03-02,26.91,55.86,140.37,75.0,5.43,S16,South,Manager_P,Large,Mall,2008,55.86,28.95,0,2025-03
T002004,S18,2025-02-22 00:00:00,Beauty,2,GlowWorks,West,15.76,36.24,36,4.45,148.16,GlowWorks,Beauty,2.0,2025-02-22,15.76,36.24,148.16,36.0,4.45,S18,West,Manager_R,Medium,Outlet,2023,72.48,40.96000000000001,0,2025-02
T000556,S01,2025-02-14 00:00:00,Apparel,2,StyleHub,East,32.11,59.15,71,3.82,101.6,StyleHub,Apparel,2.0,2025-02-14,32.11,59.15,101.6,71.0,3.82,S01,East,Manager_A,Medium,Street,2020,118.3,54.08,0,2025-02
T001738,S15,2025-04-18 00:00:00,Electronics,8,NorthStar,East,292.73,390.75,69,4.76,134.3,NorthStar,Electronics,8.0,2025-04-18,292.73,390.75,134.3,69.0,4.76,S15,East,Manager_O,Large,Outlet,2010,3126.0,784.1599999999999,0,2025-04
T002981,S21,2025-03-28 00:00:00,Home,1,BudgetSource,North,45.29,89.16,-20,3.82,97.94,BudgetSource,Home,1.0,2025-03-28,45.29,89.16,97.94,-20.0,3.82,S21,North,Manager_U,Medium,Mall,2014,89.16,43.87,1,2025-03
T001831,S16,2025-03-12 00:00:00,APPAREL,7,StyleHub,South,28.82,57.67,25,4.84,132.48,StyleHub,Apparel,7.0,2025-03-12,28.82,57.67,132.48,25.0,4.84,S16,South,Manager_P,Large,Mall,2008,403.69,201.95000000000002,0,2025-03
T001494,S12,2025-02-19 00:00:00,Electronics,1,NorthStar,South,235.73,307.41,117,5.3,134.61,NorthStar,Electronics,1.0,2025-02-19,235.73,307.41,134.61,117.0,5.3,S12,South,Manager_L,Large,Street,2012,307.41,71.68000000000004,0,2025-02
T000543,S19,2025-04-18 00:00:00,Beauty,3,GlowWorks,South,17.59,36.57,133,4.8,124.85,GlowWorks,Beauty,3.0,2025-04-18,17.59,36.57,124.85,133.0,4.8,S19,South,Manager_S,Large,Mall,2017,109.71000000000001,56.94,0,2025-04
T001281,S01,2025-02-16 00:00:00,apparel,4,StyleHub,East,25.74,58.54,97,4.75,105.8,StyleHub,Apparel,4.0,2025-02-16,25.74,58.54,105.8,97.0,4.75,S01,East,Manager_A,Medium,Street,2020,234.16,131.2,0,2025-02
T001441,S01,2025-05-24 00:00:00,Beauty,7,GlowWorks,East,15.13,31.8,125,2.0,50.42,GlowWorks,Beauty,7.0,2025-05-24,15.13,31.8,50.42,125.0,2.0,S01,East,Manager_A,Medium,Street,2020,222.6,116.69000000000001,0,2025-05
T002736,S29,2025-06-25 00:00:00,Grocery,2,FreshFarm,West,8.35,12.0,21,5.65,176.76,FreshFarm,Grocery,2.0,2025-06-25,8.35,12.0,176.76,21.0,5.65,S29,West,Manager_],Large,Outlet,2018,24.0,7.300000000000001,0,2025-06
T001543,S25,2025-05-18 00:00:00,Sports,2,ActivePro,West,56.89,108.66,24,4.56,154.66,ActivePro,Sports,2.0,2025-05-18,56.89,108.66,154.66,24.0,4.56,S25,West,Manager_Y,Large,Outlet,2010,217.32,103.53999999999999,0,2025-05
T000830,S05,2025-05-03 00:00:00,Grocery,4,FreshFarm,East,6.95,10.73,87,3.2,75.13,FreshFarm,Grocery,4.0,2025-05-03,6.95,10.73,75.13,87.0,3.2,S05,East,Manager_E,Small,Mall,2022,42.92,15.120000000000001,0,2025-05
T000361,S13,2025-04-10 00:00:00,Home,3,BudgetSource,East,42.75,74.41,127,5.84,150.82,BudgetSource,Home,3.0,2025-04-10,42.75,74.41,150.82,127.0,5.84,S13,East,Manager_M,Medium,Street,2011,223.23,94.97999999999999,0,2025-04
T002809,S17,2025-04-23 00:00:00,Electronics,2,NorthStar,North,231.17,309.27,130,4.1,104.28,NorthStar,Electronics,2.0,2025-04-23,231.17,309.27,104.28,130.0,4.1,S17,North,Manager_Q,Small,Mall,2023,618.54,156.2,0,2025-04
T001307,S29,2025-04-21 00:00:00,Electronics,4,NorthStar,West,261.65,$351.63,42,5.08,156.49,NorthStar,Electronics,4.0,2025-04-21,261.65,351.63,156.49,42.0,5.08,S29,West,Manager_],Large,Outlet,2018,1406.52,359.9200000000001,0,2025-04
T000113,S30,2025-06-19 00:00:00,Grocery,2,FreshFarm,West,7.01,11.11,64,-1.62,164.52,FreshFarm,Grocery,2.0,2025-06-19,7.01,11.11,164.52,64.0,,S30,West,Manager_^,Medium,Outlet,2019,22.22,8.2,0,2025-06
T002548,S11,2025-06-25 00:00:00,Grocery,1,FreshFarm,South,6.56,10.49,64,2.19,46.41,FreshFarm,Grocery,1.0,2025-06-25,6.56,10.49,46.41,64.0,2.19,S11,South,Manager_K,Medium,Outlet,2019,10.49,3.9300000000000006,0,2025-06
T001419,Store-30,2025-02-16 00:00:00,Beauty,3,GlowWorks,West,18.62,43.92,63,4.82,125.01,GlowWorks,Beauty,3.0,2025-02-16,18.62,43.92,125.01,63.0,4.82,S30,West,Manager_^,Medium,Outlet,2019,131.76,75.9,0,2025-02
T000737,S06,2025-03-27 00:00:00,Sports,3,ActivePro,East,61.18,120.24,33,6.47,145.25,ActivePro,Sports,3.0,2025-03-27,61.18,120.24,145.25,33.0,6.47,S06,East,Manager_F,Medium,Mall,2020,360.71999999999997,177.17999999999998,0,2025-03
T000504,S05,2025-03-20 00:00:00,Grocery,3,FRESHFARM,East,8.85, 14.27 ,75,3.67,67.08,FreshFarm,Grocery,3.0,2025-03-20,8.85,14.27,67.08,75.0,3.67,S05,East,Manager_E,Small,Mall,2022,42.81,16.259999999999998,0,2025-03
T002761,S18,2025-02-12 00:00:00,Grocery,3,freshfarm,West,8.61,12.87,54,4.41,129.31,FreshFarm,Grocery,3.0,2025-02-12,8.61,12.87,129.31,54.0,4.41,S18,West,Manager_R,Medium,Outlet,2023,38.61,12.78,0,2025-02
T001426,S26,01/22/2025,Apparel,5,StyleHub,West,30.69,64.23,41,2.45,66.16,StyleHub,Apparel,5.0,2025-01-22,30.69,64.23,66.16,41.0,2.45,S26,West,Manager_Z,Medium,Outlet,2010,321.15000000000003,167.70000000000005,0,2025-01
T000508,S07,2025-04-16 00:00:00,Electronics,1,NorthStar,North,277.93,357.88,54,4.58,106.73,NorthStar,Electronics,1.0,2025-04-16,277.93,357.88,106.73,54.0,4.58,S07,North,Manager_G,Large,Street,2014,357.88,79.94999999999999,0,2025-04
T002237,S06,2025-03-17 00:00:00,Electronics,2,NorthStar,East,225.78,323.73,19,4.5,124.44,NorthStar,Electronics,2.0,2025-03-17,225.78,323.73,124.44,19.0,4.5,S06,East,Manager_F,Medium,Mall,2020,647.46,195.90000000000003,0,2025-03
T002416,S10,2025-01-23 00:00:00,electronics,5,NorthStar,South,217.9,289.42,46,4.37,107.68,NorthStar,Electronics,5.0,2025-01-23,217.9,289.42,107.68,46.0,4.37,S10,South,Manager_J,Medium,Street,2023,1447.1000000000001,357.6,0,2025-01
T001271,21,2025-04-14 00:00:00,Beauty,3,GlowWorks,North,20.43,44.73,159,5.22,136.82,GlowWorks,Beauty,3.0,2025-04-14,20.43,44.73,136.82,159.0,5.22,S21,North,Manager_U,Medium,Mall,2014,134.19,72.89999999999999,0,2025-04
T002370,S07,2025-05-09 00:00:00,sports,3,Active Pro,North, 53.19 ,90.05,32,5.42,124.76,ActivePro,Sports,3.0,2025-05-09,53.19,90.05,124.76,32.0,5.42,S07,North,Manager_G,Large,Street,2014,270.15,110.58,0,2025-05
T001054,S17,2025-03-01 00:00:00,Grocery,5,FreshFarm,North,8.58,$13.15,76,5.38,$144.79,FreshFarm,Grocery,5.0,2025-03-01,8.58,13.15,144.79,76.0,5.38,S17,North,Manager_Q,Small,Mall,2023,65.75,22.85,0,2025-03
T002444,S29,2025-04-09 00:00:00,Apparel,1,StyleHub,West,29.54,67.0,35,4.83,$128.71,StyleHub,Apparel,1.0,2025-04-09,29.54,67.0,128.71,35.0,4.83,S29,West,Manager_],Large,Outlet,2018,67.0,37.46,0,2025-04
T000009,S08,2025-05-01 00:00:00,Apparel,7,StyleHub,South,32.81,74.39,56,5.84,137.25,StyleHub,Apparel,7.0,2025-05-01,32.81,74.39,137.25,56.0,5.84,S08,South,Manager_H,Medium,Outlet,2021,520.73,291.06,0,2025-05
T000364,S27,2025-04-30 00:00:00,Electronics,1,NorthStar,West,259.77,351.5,8,5.14,124.67,NorthStar,Electronics,1.0,2025-04-30,259.77,351.5,124.67,8.0,5.14,S27,West,Manager_[,Large,Outlet,2014,351.5,91.73000000000002,0,2025-04
T002784,25,2025-02-22 00:00:00,Home,2,BudgetSource,West,47.4,84.58,31,1.72,52.33,BudgetSource,Home,2.0,2025-02-22,47.4,84.58,52.33,31.0,1.72,S25,West,Manager_Y,Large,Outlet,2010,169.16,74.36,0,2025-02
T000137,S27,2025-03-31 00:00:00,Grocery,5,FreshFarm,West,9.75,16.39,60,4.16,111.83,FreshFarm,Grocery,5.0,2025-03-31,9.75,16.39,111.83,60.0,4.16,S27,West,Manager_[,Large,Outlet,2014,81.95,33.2,0,2025-03
T000789,S06,2025-05-14 00:00:00,Grocery,5,FreshFarm,East,7.37,11.78,16,2.11,51.5,FreshFarm,Grocery,5.0,2025-05-14,7.37,11.78,51.5,16.0,2.11,S06,East,Manager_F,Medium,Mall,2020,58.9,22.049999999999997,0,2025-05
T002787,Store-08,2025-02-19 00:00:00,Sports,2,ActivePro,South,58.67,106.62 CAD,118,3.44,82.06,ActivePro,Sports,2.0,2025-02-19,58.67,106.62,82.06,118.0,3.44,S08,South,Manager_H,Medium,Outlet,2021,213.24,95.9,0,2025-02
T000424,S04,2025-05-08 00:00:00,Electronics,2,NorthStar,East,262.4,340.6,137,5.57,153.11,NorthStar,Electronics,2.0,2025-05-08,262.4,340.6,153.11,137.0,5.57,S04,East,Manager_D,Large,Street,2009,681.2,156.4000000000001,0,2025-05
T000605,S05,2025-05-21 00:00:00,Apparel,2,StyleHub,East,28.39,62.39,21,2.98,72.83,StyleHub,Apparel,2.0,2025-05-21,28.39,62.39,72.83,21.0,2.98,S05,East,Manager_E,Small,Mall,2022,124.78,68.0,0,2025-05
T002662,S07,2025-01-06 00:00:00,Home,7,BudgetSource,North,55.67,100.25,32,2.99,93.99,BudgetSource,Home,7.0,2025-01-06,55.67,100.25,93.99,32.0,2.99,S07,North,Manager_G,Large,Street,2014,701.75,312.06,0,2025-01
T001353,S19,2025-02-07 00:00:00,Beauty,6,GLOWWORKS,South,16.26,34.23 CAD,106,5.13,126.89,GlowWorks,Beauty,6.0,2025-02-07,16.26,34.23,126.89,106.0,5.13,S19,South,Manager_S,Large,Mall,2017,205.38,107.81999999999996,0,2025-02
T000346,S13,2025-05-14 00:00:00,Grocery,1,Fresh Farm,East,7.81,12.62,115,4.5,117.13,FreshFarm,Grocery,1.0,2025-05-14,7.81,12.62,117.13,115.0,4.5,S13,East,Manager_M,Medium,Street,2011,12.62,4.81,0,2025-05
T001438,S07,2025-02-16 00:00:00,Beauty,1,GlowWorks,North,19.42,45.07,149,4.75,110.6,GlowWorks,Beauty,1.0,2025-02-16,19.42,45.07,110.6,149.0,4.75,S07,North,Manager_G,Large,Street,2014,45.07,25.65,0,2025-02
T002174,S20,2025-02-24 00:00:00,Home,8,BudgetSource,South,51.18,94.95,109,5.64,160.21,BudgetSource,Home,8.0,2025-02-24,51.18,94.95,160.21,109.0,5.64,S20,South,Manager_T,Large,Mall,2010,759.6,350.16,0,2025-02
T002459,S12,2025-01-21 00:00:00,Apparel,1,StyleHub,South,28.75,61.39,95,3.89,93.86,StyleHub,Apparel,1.0,2025-01-21,28.75,61.39,93.86,95.0,3.89,S12,South,Manager_L,Large,Street,2012,61.39,32.64,0,2025-01
T000381,S26,2025-04-04 00:00:00,Sports,4,ActivePro,West,50.01,103.05,9,7.26,233.64,ActivePro,Sports,4.0,2025-04-04,50.01,103.05,233.64,9.0,7.26,S26,West,Manager_Z,Medium,Outlet,2010,412.2,212.16,0,2025-04
T002618,S15,2025-01-08 00:00:00,beauty,3,GlowWorks,East,17.03 CAD,37.27,74,3.2,83.28,GlowWorks,Beauty,3.0,2025-01-08,17.03,37.27,83.28,74.0,3.2,S15,East,Manager_O,Large,Outlet,2010,111.81,60.720000000000006,0,2025-01
T001489,S09,2025-04-30 00:00:00,Grocery,2,FreshFarm,East,8.05,11.76,56,2.86,75.46,FreshFarm,Grocery,2.0,2025-04-30,8.05,11.76,75.46,56.0,2.86,S09,East,Manager_I,Medium,Mall,2018,23.52,7.419999999999998,0,2025-04
T000816,S08,02/20/2025,Electronics,1,NorthStar,South,249.12,301.0,126,4.27,98.37,NorthStar,Electronics,1.0,2025-02-20,249.12,301.0,98.37,126.0,4.27,S08,South,Manager_H,Medium,Outlet,2021,301.0,51.879999999999995,0,2025-02
T002920,S28,2025-06-13 00:00:00,Beauty,2,GlowWorks,West,18.96,44.16,10,4.44,107.37,GlowWorks,Beauty,2.0,2025-06-13,18.96,44.16,107.37,10.0,4.44,S28,West,Manager_\,Small,Outlet,2012,88.32,50.39999999999999,0,2025-06
T002747,S07,01/29/2025,Food,4,FreshFarm,North,7.89,12.15,76,6.76,176.36,FreshFarm,Grocery,4.0,2025-01-29,7.89,12.15,176.36,76.0,6.76,S07,North,Manager_G,Large,Street,2014,48.6,17.040000000000003,0,2025-01
T000920,S24,2025-04-14 00:00:00,Grocery,1,Fresh Farm,West,8.04,11.02,23,4.74,131.38,FreshFarm,Grocery,1.0,2025-04-14,8.04,11.02,131.38,23.0,4.74,S24,West,Manager_X,Medium,Street,2013,11.02,2.9800000000000004,0,2025-04
T000624,S30,2025-06-06 00:00:00,Beauty,2,GlowWorks,West,15.79,35.53,16,3.11,112.2,GlowWorks,Beauty,2.0,2025-06-06,15.79,35.53,112.2,16.0,3.11,S30,West,Manager_^,Medium,Outlet,2019,71.06,39.480000000000004,0,2025-06
T001404,S18,2025-05-23 00:00:00,Sports,2,activepro,West,60.41 CAD,130.82,11,3.91,108.94,ActivePro,Sports,2.0,2025-05-23,60.41,130.82,108.94,11.0,3.91,S18,West,Manager_R,Medium,Outlet,2023,261.64,140.82,0,2025-05
T000269,Store-18,2025-01-10 00:00:00,Apparel,7,StyleHub,West,30.83,65.3,0,4.67,140.39,StyleHub,Apparel,7.0,2025-01-10,30.83,65.3,140.39,0.0,4.67,S18,West,Manager_R,Medium,Outlet,2023,457.09999999999997,241.29,1,2025-01
T002749,S01,2025-06-06 00:00:00,Beauty,1,GlowWorks,East,18.73,45.03,,5.06,110.49,GlowWorks,Beauty,1.0,2025-06-06,18.73,45.03,110.49,,5.06,S01,East,Manager_A,Medium,Street,2020,45.03,26.3,0,2025-06
T001114,S21,2025-06-23 00:00:00,Home,1,BudgetSource,North,48.62,98.27,23,4.07,109.45 CAD,BudgetSource,Home,1.0,2025-06-23,48.62,98.27,109.45,23.0,4.07,S21,North,Manager_U,Medium,Mall,2014,98.27,49.65,0,2025-06
T000998,S02,2025-04-26 00:00:00,Apparel,2,StyleHub,South,24.33,50.86,76,4.07,100.13,StyleHub,Apparel,2.0,2025-04-26,24.33,50.86,100.13,76.0,4.07,S02,South,Manager_B,Medium,Street,2017,101.72,53.06,0,2025-04
T000982,S07,2025-04-28 00:00:00,Beauty,1,GlowWorks,North,16.17,35.52,105,4.92,133.06,GlowWorks,Beauty,1.0,2025-04-28,16.17,35.52,133.06,105.0,4.92,S07,North,Manager_G,Large,Street,2014,35.52,19.35,0,2025-04
T002134,S15,2025-06-09 00:00:00,Apparel,4,StyleHub,East,$31.14,67.89,81,5.09,109.53,StyleHub,Apparel,4.0,2025-06-09,31.14,67.89,109.53,81.0,5.09,S15,East,Manager_O,Large,Outlet,2010,271.56,147.0,0,2025-06
T001616,S05,03/04/2025,Beauty,2,GlowWorks,East,15.92 CAD,36.95,29,3.26,77.61,GlowWorks,Beauty,2.0,2025-03-04,15.92,36.95,77.61,29.0,3.26,S05,East,Manager_E,Small,Mall,2022,73.9,42.06,0,2025-03
T002488,S26,2025-01-01 00:00:00,Apparel,2,StyleHub,West,31.18,70.56,58,4.72,141.33,StyleHub,Apparel,2.0,2025-01-01,31.18,70.56,141.33,58.0,4.72,S26,West,Manager_Z,Medium,Outlet,2010,141.12,78.76,0,2025-01
T001521,S25,2025-04-28 00:00:00,Home,6,Budget Source,West,$42.95,81.61,14,4.07,116.02,BudgetSource,Home,6.0,2025-04-28,42.95,81.61,116.02,14.0,4.07,S25,West,Manager_Y,Large,Outlet,2010,489.65999999999997,231.95999999999998,0,2025-04
T001499,S25,2025-02-07 00:00:00,Apparel,2,StyleHub,West,$24.74,44.86,12,5.31,156.3,StyleHub,Apparel,2.0,2025-02-07,24.74,44.86,156.3,12.0,5.31,S25,West,Manager_Y,Large,Outlet,2010,89.72,40.24,0,2025-02
T000686,12,2025-01-22 00:00:00,Sports,1,ActivePro,South,54.07,107.32,50,5.25,155.09,ActivePro,Sports,1.0,2025-01-22,54.07,107.32,155.09,50.0,5.25,S12,South,Manager_L,Large,Street,2012,107.32,53.24999999999999,0,2025-01
T001304,S23,2025-01-22 00:00:00,Grocery,1,FreshFarm,South,7.96,13.09,45,5.08,134.74,FreshFarm,Grocery,1.0,2025-01-22,7.96,13.09,134.74,45.0,5.08,S23,South,Manager_W,Small,Outlet,2022,13.09,5.13,0,2025-01
T000237,S24,2025-01-17 00:00:00,Sports,2,ACTIVEPRO,West,67.35,138.54,61,4.31,126.33,ActivePro,Sports,2.0,2025-01-17,67.35,138.54,126.33,61.0,4.31,S24,West,Manager_X,Medium,Street,2013,277.08,142.38,0,2025-01
T000123,S29,2025-05-10 00:00:00,Sporting Goods,2,ActivePro,West,60.64,$125.02,7,4.24,115.75,ActivePro,Sports,2.0,2025-05-10,60.64,125.02,115.75,7.0,4.24,S29,West,Manager_],Large,Outlet,2018,250.04,128.76,0,2025-05
T001504,S04,2025-04-19 00:00:00,Sports,1,ActivePro,East,54.23,111.53 CAD,37,4.04,86.59,ActivePro,Sports,1.0,2025-04-19,54.23,111.53,86.59,37.0,4.04,S04,East,Manager_D,Large,Street,2009,111.53,57.300000000000004,0,2025-04
T002846,S13,2025-06-04 00:00:00,Grocery,5,FreshFarm,East,9.82,15.36,43,4.23,$143.93,FreshFarm,Grocery,5.0,2025-06-04,9.82,15.36,143.93,43.0,4.23,S13,East,Manager_M,Medium,Street,2011,76.8,27.699999999999996,0,2025-06
T001369,S10,2025-01-21 00:00:00,Home,4,BudgetSource,South,46.05,83.14,111,5.73,125.8,BudgetSource,Home,4.0,2025-01-21,46.05,83.14,125.8,111.0,5.73,S10,South,Manager_J,Medium,Street,2023,332.56,148.36,0,2025-01
T000793,S01,01/29/2025,Electronics,1,NorthStar,East,226.41,292.9,63,3.03,63.75,NorthStar,Electronics,1.0,2025-01-29,226.41,292.9,63.75,63.0,3.03,S01,East,Manager_A,Medium,Street,2020,292.9,66.48999999999998,0,2025-01
T002568,S25,2025-03-15 00:00:00,Apparel,6,StyleHub,West,21.84,45.05,56,3.68,96.92,StyleHub,Apparel,6.0,2025-03-15,21.84,45.05,96.92,56.0,3.68,S25,West,Manager_Y,Large,Outlet,2010,270.29999999999995,139.26,0,2025-03
T001508,S25,2025-06-07 00:00:00,Food,2,FreshFarm,West,8.37,13.21,12,4.98,143.33,FreshFarm,Grocery,2.0,2025-06-07,8.37,13.21,143.33,12.0,4.98,S25,West,Manager_Y,Large,Outlet,2010,26.42,9.680000000000003,0,2025-06
T001579,S01,2025-06-05 00:00:00,Grocery,4,FreshFarm,East,7.98,11.91,101,4.39,144.58,FreshFarm,Grocery,4.0,2025-06-05,7.98,11.91,144.58,101.0,4.39,S01,East,Manager_A,Medium,Street,2020,47.64,15.719999999999999,0,2025-06
T000560,S09,2025-04-19 00:00:00,Apparel,1,StyleHub,East,20.88,48.28,93,3.44,87.27,StyleHub,Apparel,1.0,2025-04-19,20.88,48.28,87.27,93.0,3.44,S09,East,Manager_I,Medium,Mall,2018,48.28,27.400000000000002,0,2025-04
T002395,S14,2025-03-05 00:00:00,Electronic,1,NorthStar,West,230.65,305.43,56,3.35,88.7,NorthStar,Electronics,1.0,2025-03-05,230.65,305.43,88.7,56.0,3.35,S14,West,Manager_N,Large,Street,2017,305.43,74.78,0,2025-03
T002252,S23,02/16/2025,Grocery,6,FreshFarm,South,7.73,14.33,145,4.8,94.5,FreshFarm,Grocery,6.0,2025-02-16,7.73,14.33,94.5,145.0,4.8,S23,South,Manager_W,Small,Outlet,2022,85.98,39.599999999999994,0,2025-02
T000230,Store-15,2025-05-29 00:00:00,Electronics,1,NorthStar,East,217.79,259.06,88,3.98,$124.10,NorthStar,Electronics,1.0,2025-05-29,217.79,259.06,124.1,88.0,3.98,S15,East,Manager_O,Large,Outlet,2010,259.06,41.27000000000001,0,2025-05
T002225,S19,2025-05-14 00:00:00,Home,5,BudgetSource,South,46.61,91.11,32,4.96,117.50,BudgetSource,Home,5.0,2025-05-14,46.61,91.11,117.5,32.0,4.96,S19,South,Manager_S,Large,Mall,2017,455.55,222.5,0,2025-05
T000070,S22,2025-04-21 00:00:00,SPORTS,2,ActivePro,South,55.44,100.97,130,4.78,125.07,ActivePro,Sports,2.0,2025-04-21,55.44,100.97,125.07,130.0,4.78,S22,South,Manager_V,Large,Mall,2014,201.94,91.06,0,2025-04
T001554,S25,2025-01-08 00:00:00,Sports,2,ActivePro,West,55.88,100.75,4,4.25,152.44,ActivePro,Sports,2.0,2025-01-08,55.88,100.75,152.44,4.0,4.25,S25,West,Manager_Y,Large,Outlet,2010,201.5,89.74,0,2025-01
T002602,S02,2025-01-13 00:00:00,Sports,6,ActivePro,South,59.46,121.18,45,5.21,150.31,ActivePro,Sports,6.0,2025-01-13,59.46,121.18,150.31,45.0,5.21,S02,South,Manager_B,Medium,Street,2017,727.08,370.32000000000005,0,2025-01
T000464,S11,2025-05-07 00:00:00,Home,5,BudgetSource,South,44.1,90.22,70,3.43,90.04,BudgetSource,Home,5.0,2025-05-07,44.1,90.22,90.04,70.0,3.43,S11,South,Manager_K,Medium,Outlet,2019,451.1,230.6,0,2025-05
T002864,S14,2025-01-14 00:00:00,Electronics,2,NorthStar,West,230.38 CAD,293.46,0,5.77,186.41,NorthStar,Electronics,2.0,2025-01-14,230.38,293.46,186.41,0.0,5.77,S14,West,Manager_N,Large,Street,2017,586.92,126.15999999999997,1,2025-01
T000127,S05,2025-06-03 00:00:00,Electronics,7,NorthStar,East,292.55,416.14,147,4.87,117.02,NorthStar,Electronics,7.0,2025-06-03,292.55,416.14,117.02,147.0,4.87,S05,East,Manager_E,Small,Mall,2022,2912.98,865.1299999999999,0,2025-06
T001801,S11,2025-02-11 00:00:00,Apparel,1,StyleHub,South,24.16,51.81,103,5.7,126.55,StyleHub,Apparel,1.0,2025-02-11,24.16,51.81,126.55,103.0,5.7,S11,South,Manager_K,Medium,Outlet,2019,51.81,27.650000000000002,0,2025-02
T000482,S15,2025-04-10 00:00:00,Home,5,BudgetSource,East,47.64,91.94,56,3.7,92.11,BudgetSource,Home,5.0,2025-04-10,47.64,91.94,92.11,56.0,3.7,S15,East,Manager_O,Large,Outlet,2010,459.7,221.5,0,2025-04
T001762,S09,2025-02-10 00:00:00,Apparel,2,StyleHub,East,26.63,56.61,129,5.32,105.89,StyleHub,Apparel,2.0,2025-02-10,26.63,56.61,105.89,129.0,5.32,S09,East,Manager_I,Medium,Mall,2018,113.22,59.96,0,2025-02
T001957,S15,02/01/2025,Home,6,BudgetSource,East,45.69,81.91,60,4.65,120.39,BudgetSource,Home,6.0,2025-02-01,45.69,81.91,120.39,60.0,4.65,S15,East,Manager_O,Large,Outlet,2010,491.46,217.32,0,2025-02
T001536,S06,2025-05-25 00:00:00,Apparel,1,StyleHub,East,32.85 CAD,68.42,,4.17,99.78,StyleHub,Apparel,1.0,2025-05-25,32.85,68.42,99.78,,4.17,S06,East,Manager_F,Medium,Mall,2020,68.42,35.57,0,2025-05
T000795,05,2025-03-12 00:00:00,Apparel,2,StyleHub,East,27.76,55.86,153,5.68,120.74,StyleHub,Apparel,2.0,2025-03-12,27.76,55.86,120.74,153.0,5.68,S05,East,Manager_E,Small,Mall,2022,111.72,56.199999999999996,0,2025-03
T002592,S19,2025-02-16 00:00:00,Sports,7,ActivePro,South,$49.16,102.49,51,3.77,106.96,ActivePro,Sports,7.0,2025-02-16,49.16,102.49,106.96,51.0,3.77,S19,South,Manager_S,Large,Mall,2017,717.43,373.31,0,2025-02
T001729,S07,2025-01-28 00:00:00,Electronics,5,North Star,North,227.05 CAD,319.52,48,3.24,98.83 CAD,NorthStar,Electronics,5.0,2025-01-28,227.05,319.52,98.83,48.0,3.24,S07,North,Manager_G,Large,Street,2014,1597.6,462.34999999999985,0,2025-01
T002372,S23,2025-05-29 00:00:00,Electronics,4,NorthStar,South,248.77,$315.14,34,3.79,86.74,NorthStar,Electronics,4.0,2025-05-29,248.77,315.14,86.74,34.0,3.79,S23,South,Manager_W,Small,Outlet,2022,1260.56,265.4799999999999,0,2025-05
T002248,02,24-Mar-2025,Electronics,7,NorthStar,South,$247.20,286.02,77,4.56,115.66,NorthStar,Electronics,7.0,2025-03-24,247.2,286.02,115.66,77.0,4.56,S02,South,Manager_B,Medium,Street,2017,2002.1399999999999,271.73999999999995,0,2025-03
T000923,S21,2025-01-11 00:00:00,Sports,2,ActivePro,North,57.09,119.65,124,3.55,88.4,ActivePro,Sports,2.0,2025-01-11,57.09,119.65,88.4,124.0,3.55,S21,North,Manager_U,Medium,Mall,2014,239.3,125.12,0,2025-01
T001140,S10,2025-03-04 00:00:00,Apparel,8,StyleHub,South,28.24,62.37,-2,5.53,150.58,StyleHub,Apparel,8.0,2025-03-04,28.24,62.37,150.58,-2.0,5.53,S10,South,Manager_J,Medium,Street,2023,498.96,273.03999999999996,1,2025-03
T002788,S18,2025-05-18 00:00:00,Beauty,2,GlowWorks,West,17.07,42.24,60,4.98,138.14,GlowWorks,Beauty,2.0,2025-05-18,17.07,42.24,138.14,60.0,4.98,S18,West,Manager_R,Medium,Outlet,2023,84.48,50.34,0,2025-05
